image,class_id,type,area,perimeter,compactness,mean_r,mean_g,mean_b,std_r,std_g,std_b,contrast,homogeneity,energy,correlation,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,vein_density
,Ilex aquifolium,pseudoscan,26149.0,1403.08238363266,75.28548606772806,22.69342301943199,45.78523916292975,9.522010463378177,10.472097673724782,9.927225419985831,9.179449646278192,0.1898857620507105,0.9395822538029935,0.6171871604514616,0.8932014307842838,0.01609301609276826,0.03217063217013674,0.017263417263151407,0.04527604527534802,0.05340725340643093,0.06521906521806084,0.0353122353116915,0.03763763763705802,0.6495264495164468,0.048094248093507444,0.017094017093753845
,Fraxinus angustifolia,pseudoscan,1380.0,258.24978041648865,48.328223939736496,25.439220953660175,41.38885157824043,14.016118200134319,4.711612727131513,4.722654127947758,4.4857518754358425,0.09576361694553223,0.963438946244215,0.741432355042392,0.9132959282290156,0.013401516485028827,0.030506083577762987,0.01710456709273416,0.033327455469348004,0.036501498847381145,0.02944806911841861,0.019573267497871052,0.02063128195721543,0.7617704107279544,0.037735849049949595,0.04461294303568807
,Ginkgo biloba,Scan,79447.0,1330.84687769413,22.293521616246316,30.40258993525162,63.07049823754406,5.377965550861228,7.239824370497409,7.312182859707563,4.63431241389982,0.14118667591950032,0.9397602563579215,0.5443181270274439,0.9571210841876364,0.021284848484701056,0.044114285713980156,0.03134891774870061,0.0698389610384773,0.09113766233703108,0.08105974025917881,0.05399826839789438,0.04616450216418241,0.4954735930701612,0.06557922077876654,0.009149783549720174
,Pistacia terebinthus,Scan,16669.5,594.1147856712341,21.174743005609148,40.735113421550096,75.07484640831758,14.555293005671077,11.035430803605458,10.466550853434292,9.03115749129006,0.25392454854282137,0.9170724630652483,0.5214425947032395,0.9518289142746029,0.03290129611049347,0.05479988605416607,0.03603475288292142,0.06708446090061657,0.0954280017057603,0.07602193419470082,0.053268765131275146,0.05138156957515377,0.44954422445344167,0.0835351089558633,0.02129326306718084
,Celtis australis,photograph,39.5,30.727921724319458,23.90392783777154,39.092592592592595,46.77777777777778,2.5555555555555554,2.5332494029848127,2.565199195692266,2.2662308949301266,0.9523809523809523,0.8095238095238095,0.5890150893739515,0.4951923076923076,0.020833333116319446,0.08333333246527778,0.04166666623263889,0.10416666558159723,0.09374999902343752,0.09374999902343752,0.05208333279079862,0.0,0.4479166620008681,0.06249999934895834,0.2187499977213542
,Quercus rubra,Scan,48404.5,1361.266146183014,38.28250515356366,78.02982302149462,54.831901039008756,41.3876176284472,10.415409224923932,8.49291196683799,7.21014078421929,0.19761692158500643,0.9466763914488291,0.5921683294888193,0.9653879420980723,0.04468536683259063,0.04795502782034117,0.02853783055098054,0.03361440945301426,0.03659725807341826,0.03707527868566249,0.03411155088974826,0.04901623357952336,0.5954129141991682,0.09299412990599253,0.010363486873454909
,Ginkgo biloba,photograph,16869.5,659.7960249185562,25.80579118957422,161.30388383484956,143.63185211103337,100.01627011896431,5.457629173592021,5.21427318794518,5.4082485265419535,0.6604910264166162,0.9720181520361901,0.6291691110103718,0.9817877730465691,0.009913165687649621,0.0309692315406573,0.01310043668089393,0.05182452441771258,0.05177433117372448,0.08645786276950113,0.045977011493099004,0.039000150578753195,0.6254329167137119,0.04555036891920016,0.015133263062411955
,Olea europaea,Scan,22825.0,1092.333041191101,52.27563955423983,53.54527930089102,61.46902844413982,43.56896847155586,22.45808499682449,21.656363922330303,21.210268021225918,0.617459611679265,0.8401463535970377,0.36425104348064796,0.9088194430867671,0.054358615050669745,0.0803993694143633,0.05015472645384029,0.061715420095121286,0.06612366438762995,0.06600688970438469,0.05552636188312237,0.07353885677370413,0.3808898230752353,0.11128627313273526,0.10007590354119006
,Fagus sylvatica,pseudoscan,59687.0,1011.2833906412125,17.134285458636768,115.4907911155478,99.18278013476416,86.4289992513102,14.93225427835673,14.07419344682301,14.599269213924334,0.4577503886298024,0.9120723029998806,0.43617243448158355,0.9728662990636452,0.03228124481750836,0.05159471560387381,0.04475153391139516,0.08761262506121704,0.10097838704216486,0.09286385495447612,0.0661433862134084,0.05292134210322347,0.3893869880007807,0.08146592228089695,0.011055220827913824
,Olea europaea,Scan,26638.0,1185.9310202598572,52.79797224873443,37.10261783954702,63.22170747849106,24.88929333039194,20.611183639157034,19.13917652208172,19.44414494111945,0.518246336996337,0.8605875619478565,0.4153980749107614,0.9043310285589223,0.04948010849797739,0.07014014466387568,0.04550180831723549,0.06037522603841828,0.058725135622542377,0.05497287522479718,0.04981916817247244,0.06652350813592849,0.4443037974583114,0.10015822784583729,0.0930153707031416
,Fraxinus ornus,photograph,38896.0,1135.2447263002396,33.134013486203514,18.955007735423166,21.41345202769535,5.362398234801796,16.819432408496123,11.9759685493533,7.568347751478876,0.02034465980967899,0.9898819828688463,0.7622250055529898,0.9745464131898787,0.0013414799116050248,0.009300175857765927,0.003009875095786064,0.05290390945514606,0.06460522162528064,0.12555801055005686,0.035284303557342245,0.034979934165633546,0.659196464798449,0.013820624971661852,0.01890472110724056
,Quercus coccifera,Scan,60079.5,1036.9574887752533,17.897632861611395,51.037509501305394,73.36957599391917,25.15673022902277,17.037668415554094,15.24143582243785,14.854303273822778,0.4396859000669677,0.8455962243910226,0.4123396305383462,0.9313602002855105,0.040270622021487665,0.06475137408369544,0.04677802755647699,0.07151692463164303,0.08668294414294046,0.07697023803038615,0.05899689150316769,0.06176119435026233,0.4024695872863316,0.0898021963828527,0.015284335975569972
,Mespilus germanica,photograph,40.0,53.59797978401184,71.81858412771895,65.35483870967742,90.30645161290323,33.88709677419355,16.539392638333283,26.143270712326363,13.601594829058119,2.5,0.8458639135109725,0.7425701584423802,0.6134084477654761,0.027272727190082644,0.03333333323232323,0.03333333323232323,0.03636363625344353,0.02121212114784206,0.006060606042240587,0.006060606042240587,0.0030303030211202937,0.8121212096602388,0.02121212114784206,0.13333333292929292
,Daphne cneorum,Scan,15127.5,987.3208485841751,64.43909819762264,51.868782051282054,88.65307692307692,4.766153846153846,17.957636038920676,16.874739223640727,5.470555972019214,0.945013941282598,0.8204965861212907,0.4027896126238362,0.8807698385945122,0.03495997103290985,0.04646578428424726,0.03495997103290985,0.07535100776138105,0.13967896366658572,0.09671319949725578,0.04401174719217879,0.04212093172779817,0.41316329402529817,0.07257512973920525,0.04554049161018866
,Populus alba,pseudoscan,41109.5,877.3351284265518,18.723577945548122,65.69095598515162,82.964590464253,44.47109868389336,17.66643962189388,19.13658951007911,19.48754656395568,0.8530019445794846,0.799163478897749,0.4121799031271817,0.9112470057908286,0.06682711228064622,0.06445070081336163,0.04061090424665319,0.04012654012593276,0.05562619198898638,0.047210365391468986,0.040989313715966015,0.0653134744033949,0.452910725631143,0.12593467138731065,0.017255471800665164
,Acer monspessulanum,Scan,40348.5,1131.9869322776794,31.758167337464183,40.16404241251806,68.6249479638563,16.406738986703235,9.190674548827,9.346784723957821,8.614696438136042,0.17134364892036016,0.9397238272338935,0.6094317886534312,0.9625459103793714,0.025043591978802928,0.03994115082781233,0.03061246730568208,0.05302964254519366,0.06106146468983151,0.05526373147280663,0.04275283347817401,0.036802528334385326,0.5942785527398183,0.061214036616595316,0.012369224062637652
,Alnus cordata,Scan,57187.5,986.7320917844772,17.025402770541543,104.96740149279638,114.17470925186599,67.55363652143726,17.63993511562866,17.518745657868738,16.48648684901132,0.5356594811837778,0.9039537987958027,0.42161085509119034,0.9695913093589881,0.050844580255728425,0.059745110164553764,0.048043459807583115,0.06880327888647819,0.08689536420523489,0.07755829604475054,0.063261668302918,0.06190354929775664,0.3736524912950192,0.10929220172785124,0.01198054979553057
,Syringa vulgaris,pseudoscan,70868.0,1130.052944779396,18.019693768507157,104.16229324362209,110.32186711522287,32.84194000560695,11.265691152878105,10.065335545174344,24.545602934743695,0.35388791933294544,0.9367008296543252,0.4867847605538466,0.9781620710131347,0.03127305948881485,0.04032116377911802,0.04366808390980298,0.08231139533994246,0.10363154010942381,0.0891018658413059,0.05685371938528362,0.046619698513241686,0.42685090832050626,0.07936856530377588,0.009715731402985737
,Euphorbia characias,Scan,19852.0,1048.274166226387,55.353552665840894,45.42272906016516,78.4083759339363,6.818619740464019,20.11243040918583,18.510082187407683,6.719415595998396,0.5655878674171356,0.873404064566464,0.49444903119306904,0.9166505061843994,0.06033240711998733,0.05127611402564382,0.033086343520811815,0.03596789132355748,0.04121642482141565,0.041499433980613884,0.0361994442719924,0.05233096634629178,0.5428630235529777,0.10522795101098004,0.027168879283030543
,Frangula dodonei,Scan,76909.0,1126.253953576088,16.492841773125072,76.35127032126334,83.38072161484583,50.73891861156341,10.873654257256705,11.188730914251467,11.087131431411693,0.2600079918628306,0.9426856672945575,0.48070090980438446,0.9702283463094059,0.028863200549686465,0.04790332501132546,0.040187778139221864,0.08041173703751572,0.12409095842718541,0.10490611092925843,0.06934042476148432,0.05583595643786103,0.3631915047544847,0.08526900394293147,0.010284380766215453
,Buxus sempervirens,Scan,28535.5,824.5411915779114,23.82534655376274,42.98353112133689,60.76877832750925,6.479742587274678,12.666140007194628,11.084274783593717,6.541883955994292,0.29476584022038566,0.9080758846309084,0.4581631643558255,0.9179884696811347,0.04613726194643341,0.05234159779488941,0.047119415497733394,0.07701521140071828,0.09234638878686438,0.08441729548246694,0.06410348544582337,0.05948017726531368,0.3770990537698623,0.09994011258593986,0.019235836626680183
,Ginkgo biloba,photograph,37439.5,1840.3098565340042,90.45901702655613,104.99887508175279,133.04578155657293,76.4973185088293,16.56459141446082,16.73458243795811,18.03736835838824,0.4528424516659809,0.9752031639221437,0.7160534941228243,0.978721006626061,0.007477939667494538,0.021481633490486506,0.010432998153002807,0.0389164785549853,0.05021136876626135,0.05762364046741126,0.03330186743251958,0.02592242971454199,0.7214939462284302,0.033137697516658016,0.011894110404170787
,Cercis siliquastrum,Scan,100269.0,1355.165640592575,18.315470518548793,98.84422255054587,118.52921694811054,41.068339795139266,12.552358681054482,10.350152884333998,19.863829342582726,0.3478381163841104,0.9284391714978342,0.4627508626770465,0.9784614846031646,0.03385549651484469,0.07048512870008636,0.03838934511049348,0.07193430405029373,0.1101166241107576,0.08825477882762918,0.061431233178790755,0.07060934373010413,0.36499896487223105,0.08992478089786815,0.00892968049127783
,Daphne cneorum,pseudoscan,20549.5,1199.0609629154205,69.96506935534637,80.26600378787879,99.44535984848486,37.638967803030305,11.116270815040433,10.935015833185764,9.494521270808836,0.9595363849765257,0.8907734960679243,0.47747509968854723,0.9214914843053529,0.01757677210755089,0.03362387439293397,0.028919418147399,0.08115908565916766,0.17622950819163502,0.10739436619408352,0.03910759639693178,0.03674093742678536,0.4277303163118295,0.05151812514282157,0.03215192796028192
,Robinia pseudoacacia,Scan,9245.5,522.6000669002533,29.539865869299586,32.67423682264709,78.57843033695997,3.3937889510932715,5.074425969354381,5.759983277732247,3.178635551056954,0.22084562438544741,0.9588466655098619,0.6360647091176443,0.9500397338869022,0.019038336580959173,0.04541910331088895,0.030539311239081265,0.08525016243760558,0.10643274853109598,0.1038986354708318,0.061793372315672945,0.044119558151779106,0.43866146845752685,0.06484730343958107,0.02748538011517314
,Juglans nigra,pseudoscan,3250.5,274.06601536273956,23.10788517265083,56.541950785650755,78.53335309813222,9.303290839015713,7.03591468490451,6.625233138142024,3.832883663134335,0.30072173215717724,0.9471415560240504,0.5271564951592609,0.946702596040896,0.019280461137093925,0.042337507445371195,0.035778175305947485,0.10316040546548193,0.12164579604022147,0.11548399918197495,0.07115881533071779,0.04571655733537735,0.37944742588363195,0.06599085667541425,0.04571655733537735
,Crataegus monogyna,Scan,45025.0,1387.131148815155,42.734765662865456,28.304622401543725,56.770349092184894,9.863674239101833,11.294741344387209,10.66613019557152,7.508547687018125,0.12820925409425732,0.9531985267825217,0.6276764294341696,0.9537629622834007,0.016143697628666933,0.032073453378212935,0.02720627562821175,0.056338028168511876,0.06403102157190203,0.060509894811370035,0.04215546443178681,0.03194865394872572,0.6234444642483202,0.04614904617537753,0.014565876270150064
,Robinia pseudoacacia,pseudoscan,8774.0,596.7838339805603,40.591628044215334,45.5250913924892,57.2516893763155,29.853107344632768,5.018422544861312,5.890494393358179,4.0423867577090515,0.19565562073886159,0.9505554052919727,0.6090794723056885,0.9501595644371414,0.036949685532654625,0.04444444444211507,0.028563941298293295,0.04837526205197194,0.053144654085264954,0.048846960165154774,0.037054507335584144,0.041771488467412396,0.5784591194665377,0.0823899371026001,0.025104821801619243
,Diospyros kaki,Scan,84919.0,1139.9108102321625,15.301600999409363,39.81209161807068,58.578163423030986,31.716035504344365,19.725513331268758,17.556839191406716,18.991914107909437,0.4585896031679164,0.8279520349399867,0.35813158593447336,0.9052294022554637,0.04468326266701916,0.06629444607643428,0.047638638175999004,0.0785189538635782,0.11231266529438469,0.07994626589916506,0.05883044372563007,0.06540447504248013,0.3464338188963819,0.09993703035053157,0.06336425842690598
,Acer opalus,pseudoscan,56396.0,1105.6021536588669,21.674518089110048,85.65933466962056,118.6797306326265,53.01420684319724,8.939407775683787,8.435287937847418,7.472652395695452,0.34553545191217827,0.9459350130847493,0.5685928308095108,0.9795841585785495,0.02683868537498992,0.05195090560889862,0.03182973914647927,0.06793901915782048,0.08500486549178093,0.08403176695771697,0.05879398562263873,0.053499492523322985,0.4613742662474875,0.07873727385840122,0.01010766864414825
,Liriodendron tulipifera,Scan,382.5,101.35533821582794,26.857266818268247,171.52913752913753,123.53613053613054,55.75058275058275,16.932533462714144,18.234339001641484,12.580029346350532,5.161764705882353,0.7418098966467314,0.3812413139290741,0.8222740080874709,0.06428571419387755,0.06714285704693877,0.06142857134081633,0.0699999999,0.07285714275306122,0.05428571420816326,0.047142857075510206,0.03999999994285714,0.4342857136653061,0.08857142844489796,0.11999999982857143
,Quercus petraea,Scan,71980.5,1369.775807261467,26.06658417394624,106.495010750317,75.83904845912123,46.967211533160594,11.291455032420226,9.709952625919003,8.775122234028778,0.2531523662344061,0.9458233113561142,0.5484393924728511,0.9775140224543877,0.02743344394985466,0.036912751677577696,0.036741618178568566,0.06849060253821863,0.08154883257130649,0.07379574100750162,0.05484456613896899,0.045342936650505636,0.5083557791000732,0.06653372817998382,0.008794773731686523
,Buxus sempervirens,pseudoscan,13515.0,651.0193327665329,31.359687133142582,62.791892870068764,77.60325732899022,27.97155266015201,16.06888602942567,15.220213556914164,17.021639630826144,0.6368833797116116,0.8609377465394491,0.40415932827988316,0.9137931410840471,0.04531405782426151,0.05658025921951245,0.05244267198143356,0.08010967098304538,0.08733798603752053,0.07956131604787829,0.061266201392758415,0.05992023927916649,0.37976071782752935,0.09770687935704353,0.028913260217900635
,Acer monspessulanum,Scan,59947.5,1581.4082810878754,41.71737189126471,31.63868733509235,56.540880606860156,10.972641820580474,10.452441010549686,10.658510059645396,7.310478812951172,0.11861576450942427,0.9508904419129334,0.6677017423518589,0.9561244784730563,0.019995980707277306,0.03305868167183032,0.02315821827109444,0.04144599962146866,0.05184887459776427,0.043000520143494654,0.033549271798553354,0.031829250992813564,0.6729537072023776,0.04915949498741512,0.0107929827879067
,Ficus carica,Scan,82926.5,2980.7303428649902,107.14009848201604,26.583520439074807,53.182365729356,9.947289639687801,14.374083958508871,13.620598170887058,10.165905288174411,0.1245971696791369,0.9651112849855524,0.7477837410312167,0.9405180891724225,0.014149159029381839,0.02566621208789687,0.01374226342035895,0.027837381626667438,0.03687173569575375,0.03529183633884457,0.0248142744065052,0.0240449873956963,0.7596105246068224,0.037971625388893746,0.007670618004470541
,Ulmus minor,pseudoscan,55327.5,975.099622964859,17.185292570403956,85.36782516641846,101.16814095778085,52.37295677605727,8.088723092441143,6.9689187871219,6.1713400553630935,0.3621476291347564,0.9255814660101825,0.5558553454324318,0.9713657730377017,0.05157686111276699,0.059307595126748026,0.0465118974484346,0.06093023794827328,0.05658387324775921,0.056618644165363316,0.05727929159984146,0.06453482307323295,0.4315418583846412,0.11511491788134871,0.010987609962899575
,Hedera helix,Scan,75246.5,1452.9818804264069,28.056538773489812,30.233312686970386,61.908751861467294,13.532241272518812,15.588518319707578,14.111360077216375,12.30562631051941,0.19538583505992552,0.9255299591349623,0.5495885169088276,0.950150407459444,0.036076857658950266,0.04339188901852748,0.031612097374085706,0.04654778356512073,0.06964228765766423,0.058181407462141344,0.04381046029523353,0.04467417880272221,0.547810141380436,0.07825289677847445,0.010251674285038722
,Ginkgo biloba,Scan,54890.0,1687.7585653066635,51.89522635660616,61.63233601841197,65.39118239355581,50.26008702531646,7.726185159617659,7.824877060920051,8.027298121084401,0.17458444759058256,0.9533550411220235,0.6627977163391133,0.9695658498649221,0.02062867084371768,0.031825970933903054,0.024245555744344147,0.04407628814705563,0.0463523748476307,0.04301019006603915,0.035501720145751293,0.03243423548319467,0.6704841262530218,0.051440867528801386,0.00899315865888136
,Cotinus coggygria,Scan,47965.5,1113.3250237703323,25.841336138002724,62.23994961904565,103.58477008527596,6.245896223493217,9.054430313159619,7.990596730495345,7.668048247466262,0.34289806636428743,0.9294778183092959,0.5296833480039608,0.9672232868168368,0.023616806322890396,0.045854876091449996,0.027907529565247433,0.06866345753766372,0.08228442384165587,0.08697925952235123,0.055529803291667804,0.05007428537410027,0.48871456587046164,0.07037499257062609,0.011766803351616251
,Arbutus unedo,pseudoscan,53774.0,1085.401141166687,21.908276066947558,83.77693172809234,65.41178856542341,17.180331495787165,9.871580981891148,7.85101094138185,5.790667890166028,0.2754654278659942,0.9272055506584895,0.5181120912784906,0.9579566184000892,0.028853764141383985,0.051713301363521195,0.038700591274748584,0.07983379114390994,0.0922645374541149,0.09042553191384113,0.062095535173168036,0.05416918850907667,0.4219353787371161,0.08000838027748024,0.012465664136919019
,Pittosporum tobira,photograph,22.0,26.97056221961975,33.06414515355614,23.470588235294116,41.705882352941174,7.970588235294118,8.520685191025864,13.47225779532912,6.303525130095378,0.5064935064935064,0.855844155844156,0.5456091308467534,0.6530128834710266,0.05952380881519275,0.0476190470521542,0.0238095235260771,0.13095237939342405,0.03571428528911565,0.0238095235260771,0.0,0.0238095235260771,0.5952380881519276,0.05952380881519275,0.27380952054988666
,Pistacia lentiscus,photograph,424269.0,2660.0,16.677155295303976,93.41878289473684,103.3822462406015,60.106900845864665,55.24463295661711,57.581219906598676,44.02454152957608,1.4808215630885124,0.7225760514813362,0.18611230946586219,0.93641589225535,0.059978853383317716,0.082156954887025,0.05524436090212583,0.10670582706741845,0.20817434210477404,0.12031249999971731,0.07402960526298395,0.08126174812010982,0.08634398496220314,0.12579182330797511,0.05784539473670619
,Pistacia lentiscus,Scan,10806.0,467.24472963809967,20.20337195580025,77.85679236710587,88.65188550658792,70.15374829622898,10.796099994043093,10.777049054036297,10.065310840484008,0.3051851851851852,0.9514749639998509,0.5298655508412754,0.9720872960149903,0.02312925169936909,0.058106575960424796,0.03361678004344576,0.0734693877509371,0.10498866212556754,0.0993764172279265,0.06014739228683971,0.0530045351443875,0.42341269838869544,0.07074829931571722,0.025113378683383595
,Olea europaea,Scan,25674.5,1149.7716399431229,51.48979820312015,81.79099580312858,90.50930942388402,54.391301030141165,23.543096993873558,22.170693495611072,23.79734067059917,1.1533663932862863,0.792280548721021,0.5039967620196606,0.9142166108441487,0.041329179646156344,0.05261965448781989,0.04191447182022252,0.051543472103246606,0.04927782497782918,0.04652128764190463,0.03798735013616563,0.04842820730579764,0.549778155375252,0.08060039648672519,0.032115548002792114
,Acer pseudoplatanus,photograph,4501.5,410.7178155183792,37.47398066127189,40.93628394269831,43.01603592046183,30.02202266410092,13.548470249482705,11.227522360282576,10.473795474066923,0.14727358937885254,0.957831701670711,0.6366598983804319,0.9483452355795764,0.019924812028202555,0.03129699247826156,0.023026315787309556,0.06231203006933157,0.06400375939248085,0.055639097739131664,0.0373120300716812,0.03364661653819111,0.6078007518225751,0.06503759397884985,0.03129699247826156
,Prunus serotina,Scan,60885.5,1028.413331270218,17.37086793927842,72.49587383390958,81.05191140974624,49.321792028181875,31.8328128258647,29.396893924332026,29.9813823657688,3.272858099062918,0.6144979229697324,0.33073661985969866,0.7403513936067432,0.08974515573716346,0.07594247959495928,0.03641108211608005,0.0364443950914836,0.045050247070734,0.041119315973115106,0.04001998778479796,0.07230026095083783,0.4114818721846485,0.15148520348507596,0.10872244739205239
,Celtis australis,photograph,33576.0,2063.508786201477,126.81881434965076,77.96766248442526,71.03908898612036,28.042508185795832,20.814280447833433,19.35981303283582,18.810040986811114,0.24226877752648499,0.9597991077280661,0.6091868664323684,0.9703342571053309,0.00728545746987315,0.022081086195216187,0.013920427665650483,0.057384804616598256,0.09965465039147917,0.08919954584055731,0.03712508278885036,0.02217570252599376,0.6205530324460622,0.030620210047892185,0.018391049294890827
,Quercus pubescens,photograph,3432.0,368.7350608110428,39.61700030061376,68.57941585535465,105.17051460361613,48.1076495132128,19.17930964437598,16.62152093370664,18.918442478816974,1.4392887205387201,0.8302357697503707,0.6177211883531306,0.887199589412914,0.04919053548680048,0.042756330423126154,0.026255707759832325,0.022104607718752115,0.024076380238265215,0.02117061020950907,0.01919883768999597,0.038293897878964936,0.6752801991827231,0.08167289330825313,0.03279369032453366
,Pittosporum tenuifolium,Scan,49240.5,911.07524061203,16.857223099672247,35.658142908959015,61.02206504654818,14.478519324547616,17.348190875255867,16.26811514967223,14.866166071880558,0.38210117841755353,0.8533671491137852,0.38924269351038393,0.9107612998271778,0.065558410583814,0.06768785224418042,0.04876421402239088,0.05447111767217287,0.06568617708343599,0.06137050865176005,0.05393165911821338,0.06902230235134336,0.3845629675844386,0.12894479067405426,0.018838460555374876
,Crataegus monogyna,Scan,36746.5,1632.1677273511887,72.49592451347061,58.48405022709057,97.27285599786268,12.556959658028319,8.462331833388609,8.270281172552647,8.019865899864417,0.19442343106465237,0.9627084968606103,0.7288482439734012,0.9746155875926321,0.012583649639391292,0.02298745445936047,0.019367082818711856,0.040311885489243214,0.0446639532930545,0.04117315284796593,0.028315117147388644,0.02201185957514358,0.7356671392148315,0.032918705507287094,0.009214798554829843
,Paliurus spina-christi,Scan,67954.5,1083.584908246994,17.278565118768707,22.109087454138834,48.488430561443,9.084501483636151,7.437468141568912,6.887523043265536,6.370079208639307,0.15212514461043208,0.9348972267343636,0.5451906986526001,0.9167562610766057,0.026355331169347726,0.05564571062171289,0.037364266538071844,0.08577753736340729,0.0990303321703427,0.10306727571319603,0.0719838121561888,0.059201827142092385,0.37898184877610513,0.08259205833951806,0.010998918139089245
,Juglans nigra,Scan,6223.0,360.8183240890503,20.920755741203628,36.86603921568627,73.71717647058823,4.049725490196079,7.721237302962357,7.409343006798069,5.673318868481363,0.22075569358178054,0.945595847034466,0.6042287057497399,0.9527513161051782,0.030404248027543313,0.0522439191459195,0.02740664610933482,0.05515587529503632,0.07656731756795415,0.06860226104242872,0.04847550530588596,0.04847550530588596,0.5135320314736612,0.07913669064070429,0.02929085302935159
